timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743515379278,2590,GetAllUsers,200,OK,GetUsersTestSet 1-125,text,true,,2171,120,165,165,https://reqres.in/api/users,2562,0,2485
1743515379286,2584,GetAllUsers,200,OK,GetUsersTestSet 1-136,text,true,,2171,120,165,165,https://reqres.in/api/users,2554,0,2061
1743515378102,3772,GetAllUsers,200,OK,GetUsersTestSet 1-26,text,true,,2172,120,165,165,https://reqres.in/api/users,3738,0,3245
1743515379249,2628,GetAllUsers,200,OK,GetUsersTestSet 1-112,text,true,,2171,120,165,165,https://reqres.in/api/users,2592,0,2100
1743515378113,3764,GetAllUsers,200,OK,GetUsersTestSet 1-16,text,true,,2172,120,165,165,https://reqres.in/api/users,3727,0,3602
1743515378122,3756,GetAllUsers,200,OK,GetUsersTestSet 1-5,text,true,,2171,120,165,165,https://reqres.in/api/users,3719,0,3598
1743515380327,1556,GetAllUsers,200,OK,GetUsersTestSet 1-89,text,true,,2169,120,165,165,https://reqres.in/api/users,1515,0,1390
1743515378426,3461,GetAllUsers,200,OK,GetUsersTestSet 1-63,text,true,,2171,120,165,165,https://reqres.in/api/users,3415,0,3298
1743515379752,2137,GetAllUsers,200,OK,GetUsersTestSet 1-151,text,true,,2169,120,165,165,https://reqres.in/api/users,2090,0,1964
1743515379266,2623,GetAllUsers,200,OK,GetUsersTestSet 1-118,text,true,,2169,120,165,165,https://reqres.in/api/users,2576,0,2465
1743515380281,1611,GetAllUsers,200,OK,GetUsersTestSet 1-69,text,true,,2169,120,165,165,https://reqres.in/api/users,1561,0,1436
1743515379284,2609,GetAllUsers,200,OK,GetUsersTestSet 1-134,text,true,,2171,120,165,165,https://reqres.in/api/users,2559,0,2078
1743515378384,3512,GetAllUsers,200,OK,GetUsersTestSet 1-55,text,true,,2170,120,165,165,https://reqres.in/api/users,3512,0,3417
1743515381742,157,GetAllUsers,200,OK,GetUsersTestSet 1-160,text,true,,2171,120,165,165,https://reqres.in/api/users,157,0,96
1743515381756,145,GetAllUsers,200,OK,GetUsersTestSet 1-164,text,true,,2171,120,165,165,https://reqres.in/api/users,145,0,72
1743515381740,161,GetAllUsers,200,OK,GetUsersTestSet 1-159,text,true,,2172,120,165,165,https://reqres.in/api/users,161,0,91
1743515381738,165,GetAllUsers,200,OK,GetUsersTestSet 1-158,text,true,,2172,120,165,165,https://reqres.in/api/users,165,0,92
1743515381738,166,GetAllUsers,200,OK,GetUsersTestSet 1-156,text,true,,2172,120,165,165,https://reqres.in/api/users,166,0,90
1743515381872,39,GetAllUsers,200,OK,GetUsersTestSet 1-125,text,true,,2172,120,165,165,https://reqres.in/api/users,38,0,0
