timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743515403822,3012,Requête HTTP,201,Created,TestCreateUserSet 1-148,text,true,,1110,220,353,353,https://reqres.in/api/users%20,2916,0,1477
1743515404410,2425,Requête HTTP,201,Created,TestCreateUserSet 1-170,text,true,,1110,220,353,353,https://reqres.in/api/users%20,2344,0,691
1743515406594,242,Requête HTTP,201,Created,TestCreateUserSet 1-292,text,true,,1112,220,353,353,https://reqres.in/api/users%20,144,0,65
1743515403392,3444,Requête HTTP,201,Created,TestCreateUserSet 1-99,text,true,,1108,220,353,353,https://reqres.in/api/users%20,3361,0,1477
1743515403232,3604,Requête HTTP,201,Created,TestCreateUserSet 1-36,text,true,,1109,220,353,353,https://reqres.in/api/users%20,3518,0,1755
1743515406635,201,Requête HTTP,201,Created,TestCreateUserSet 1-342,text,true,,1111,220,353,353,https://reqres.in/api/users%20,153,0,85
1743515403776,3060,Requête HTTP,201,Created,TestCreateUserSet 1-142,text,true,,1112,220,353,353,https://reqres.in/api/users%20,2971,0,1398
1743515403340,3496,Requête HTTP,201,Created,TestCreateUserSet 1-93,text,true,,1112,220,353,353,https://reqres.in/api/users%20,3405,0,2126
1743515403651,3185,Requête HTTP,201,Created,TestCreateUserSet 1-134,text,true,,1110,220,353,353,https://reqres.in/api/users%20,3093,0,1720
1743515405815,1022,Requête HTTP,201,Created,TestCreateUserSet 1-229,text,true,,1112,220,353,353,https://reqres.in/api/users%20,960,0,99
1743515405821,1016,Requête HTTP,201,Created,TestCreateUserSet 1-226,text,true,,1111,220,353,353,https://reqres.in/api/users%20,952,0,79
1743515405808,1029,Requête HTTP,201,Created,TestCreateUserSet 1-228,text,true,,1112,220,353,353,https://reqres.in/api/users%20,964,0,88
1743515405791,1048,Requête HTTP,201,Created,TestCreateUserSet 1-224,text,true,,1112,220,353,353,https://reqres.in/api/users%20,979,0,103
1743515406629,210,Requête HTTP,201,Created,TestCreateUserSet 1-304,text,true,,1111,220,353,353,https://reqres.in/api/users%20,137,0,65
1743515405721,1118,Requête HTTP,201,Created,TestCreateUserSet 1-212,text,true,,1113,220,353,353,https://reqres.in/api/users%20,1049,0,68
1743515405715,1124,Requête HTTP,201,Created,TestCreateUserSet 1-214,text,true,,1111,220,353,353,https://reqres.in/api/users%20,1055,0,59
1743515405718,1121,Requête HTTP,201,Created,TestCreateUserSet 1-215,text,true,,1110,220,353,353,https://reqres.in/api/users%20,1052,0,58
1743515405642,1198,Requête HTTP,201,Created,TestCreateUserSet 1-211,text,true,,1109,220,353,353,https://reqres.in/api/users%20,1128,0,94
