timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743615400047,1214,Requête HTTP,200,OK,LoginSetTest 1-133,text,true,,1079,243,182,182,https://reqres.in/api/login,1212,0,1146
1743615400064,1197,Requête HTTP,200,OK,LoginSetTest 1-134,text,true,,1079,243,182,182,https://reqres.in/api/login,1188,0,1100
1743615398366,2907,Requête HTTP,200,OK,LoginSetTest 1-21,text,true,,1080,243,181,181,https://reqres.in/api/login,2907,0,2796
1743615398467,2812,Requête HTTP,200,OK,LoginSetTest 1-54,text,true,,1080,243,180,180,https://reqres.in/api/login,2812,0,2196
1743615400233,1056,Requête HTTP,200,OK,LoginSetTest 1-150,text,true,,1081,243,179,179,https://reqres.in/api/login,1056,0,953
1743615400355,936,Requête HTTP,200,OK,LoginSetTest 1-169,text,true,,1079,243,178,178,https://reqres.in/api/login,936,0,836
1743615399589,1703,Requête HTTP,200,OK,LoginSetTest 1-92,text,true,,1079,243,178,178,https://reqres.in/api/login,1703,0,1602
1743615400300,994,Requête HTTP,200,OK,LoginSetTest 1-161,text,true,,1080,243,176,176,https://reqres.in/api/login,994,0,889
1743615399431,1864,Requête HTTP,200,OK,LoginSetTest 1-78,text,true,,1081,243,175,175,https://reqres.in/api/login,1864,0,1761
1743615400276,1020,Requête HTTP,200,OK,LoginSetTest 1-154,text,true,,1079,243,175,175,https://reqres.in/api/login,1020,0,910
1743615400245,1053,Requête HTTP,200,OK,LoginSetTest 1-152,text,true,,1080,243,173,173,https://reqres.in/api/login,1053,0,941
1743615398362,2936,Requête HTTP,200,OK,LoginSetTest 1-12,text,true,,1081,243,172,172,https://reqres.in/api/login,2936,0,2816
1743615398411,2887,Requête HTTP,200,OK,LoginSetTest 1-19,text,true,,1080,243,172,172,https://reqres.in/api/login,2887,0,2785
1743615398360,2940,Requête HTTP,200,OK,LoginSetTest 1-27,text,true,,1080,243,171,171,https://reqres.in/api/login,2940,0,2834
1743615400274,1028,Requête HTTP,200,OK,LoginSetTest 1-153,text,true,,1079,243,171,171,https://reqres.in/api/login,1027,0,913
1743615399870,1436,Requête HTTP,200,OK,LoginSetTest 1-125,text,true,,1079,243,168,168,https://reqres.in/api/login,1436,0,1324
1743615398407,2901,Requête HTTP,200,OK,LoginSetTest 1-9,text,true,,1081,243,167,167,https://reqres.in/api/login,2901,0,2654
1743615399488,1823,Requête HTTP,200,OK,LoginSetTest 1-84,text,true,,1081,243,166,166,https://reqres.in/api/login,1823,0,1360
